epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,42.4098,1.60413,1.22426,1.31282,0.20891,0.88889,0.21148,0.13794,1.42523,6.14108,1.31397,0.0016238,0.0016238,0.0016238
21,43.8626,1.62785,1.22526,1.31233,0.20164,0.88889,0.20234,0.11009,1.74901,4.1911,1.39319,0.001604,0.001604,0.001604
22,45.3646,1.69775,1.3501,1.32736,0.20797,1,0.22288,0.12199,1.46461,6.51668,1.3363,0.0015842,0.0015842,0.0015842
23,46.8216,1.58828,1.13641,1.30186,0.19722,0.81958,0.21469,0.11244,1.59189,7.85273,1.32503,0.0015644,0.0015644,0.0015644
24,48.3208,1.57491,1.21625,1.28971,0.18643,0.88889,0.18177,0.09109,1.74964,5.81843,1.50836,0.0015446,0.0015446,0.0015446
25,49.7958,1.51673,1.1261,1.32316,0.1753,0.88889,0.16009,0.09573,1.7199,4.83537,1.40943,0.0015248,0.0015248,0.0015248
26,51.2918,1.51631,1.12322,1.27909,0.24998,0.88889,0.22854,0.12084,1.70135,2.7197,1.44667,0.001505,0.001505,0.001505
27,52.7538,1.53052,1.05025,1.27608,0.22049,0.77778,0.21323,0.10164,1.83584,3.30871,1.51016,0.0014852,0.0014852,0.0014852
28,54.2288,1.49617,1.02698,1.23927,0.1815,0.88889,0.18242,0.10441,1.71686,4.70564,1.40271,0.0014654,0.0014654,0.0014654
29,55.6568,1.45103,1.02076,1.22689,0.24249,0.55556,0.25427,0.14407,1.71965,5.1254,1.41313,0.0014456,0.0014456,0.0014456
30,57.1698,1.53239,1.07417,1.26438,0.25555,0.66667,0.27736,0.14039,1.82358,3.34801,1.41556,0.0014258,0.0014258,0.0014258
31,58.6256,1.46118,0.94895,1.26475,0.21132,0.55556,0.31055,0.16421,1.69796,4.0364,1.3901,0.001406,0.001406,0.001406
32,60.1326,1.4656,0.97232,1.23961,0.21049,0.77778,0.20603,0.11261,1.839,3.31873,1.43143,0.0013862,0.0013862,0.0013862
33,61.5946,1.46819,0.93926,1.20379,0.18318,0.59892,0.23259,0.13736,1.48666,4.42773,1.37299,0.0013664,0.0013664,0.0013664
34,63.0836,1.49573,0.96271,1.26282,0.22397,0.55556,0.22807,0.12312,1.75415,4.73045,1.43326,0.0013466,0.0013466,0.0013466
35,64.5366,1.44427,0.93687,1.19585,0.22712,0.45775,0.3903,0.23583,1.39997,4.83462,1.32178,0.0013268,0.0013268,0.0013268
36,65.994,1.37037,0.97158,1.19751,0.17946,0.88889,0.22741,0.14435,1.65094,5.09634,1.36238,0.001307,0.001307,0.001307
37,67.4326,1.40672,0.9018,1.21287,0.20796,0.88889,0.1869,0.11142,1.57619,4.62306,1.36118,0.0012872,0.0012872,0.0012872
38,68.9466,1.41291,0.89165,1.21372,0.22021,0.88889,0.23079,0.13958,1.45252,3.83,1.35275,0.0012674,0.0012674,0.0012674
39,70.4026,1.42779,0.94683,1.1608,0.20138,0.88889,0.22101,0.11823,1.73204,4.02347,1.42882,0.0012476,0.0012476,0.0012476
40,71.9126,1.36144,0.88964,1.19627,0.19309,0.88889,0.19969,0.1042,1.62813,3.72758,1.41282,0.0012278,0.0012278,0.0012278
41,73.3976,1.45547,0.86418,1.17383,0.19428,0.66667,0.21551,0.11102,1.74876,3.78301,1.43327,0.001208,0.001208,0.001208
42,74.9176,1.41443,0.88602,1.16357,0.1852,0.77778,0.20665,0.12198,1.72303,4.43815,1.44094,0.0011882,0.0011882,0.0011882
43,76.4306,1.43574,0.86927,1.21348,0.21891,0.88889,0.20425,0.11433,1.85571,5.10908,1.5057,0.0011684,0.0011684,0.0011684
44,77.9236,1.45237,0.87277,1.20673,0.16965,0.77778,0.1724,0.08056,2.12926,4.54022,1.58267,0.0011486,0.0011486,0.0011486
45,79.3596,1.3317,0.80792,1.16714,0.17557,0.88889,0.16542,0.08382,2.01609,4.91542,1.53511,0.0011288,0.0011288,0.0011288
46,80.9086,1.38381,1.01364,1.16418,0.17286,0.88889,0.16848,0.0917,1.92264,5.7238,1.51048,0.001109,0.001109,0.001109
47,82.3726,1.34191,0.78545,1.1806,0.16299,0.88889,0.17175,0.08134,1.93591,6.03485,1.5166,0.0010892,0.0010892,0.0010892
48,83.8405,1.31752,0.84574,1.17262,0.20691,0.87008,0.18745,0.09687,1.94379,4.31251,1.52575,0.0010694,0.0010694,0.0010694
49,85.3148,1.26594,0.81399,1.1438,0.18841,0.88889,0.18409,0.10554,1.68223,4.28122,1.45746,0.0010496,0.0010496,0.0010496
50,86.8498,1.19819,0.7596,1.13203,0.17652,0.59627,0.19377,0.11265,1.67904,4.34851,1.40153,0.0010298,0.0010298,0.0010298
51,88.3038,1.27493,0.85026,1.17651,0.22331,0.66667,0.23394,0.13168,1.64587,4.79047,1.39128,0.00101,0.00101,0.00101
52,89.7728,1.30787,0.82002,1.17385,0.20361,0.66667,0.22313,0.13337,1.56191,4.59215,1.39394,0.0009902,0.0009902,0.0009902
53,91.227,1.21112,0.69126,1.13475,0.2068,0.88889,0.20756,0.12763,1.61553,4.54715,1.43697,0.0009704,0.0009704,0.0009704
54,92.7875,1.14922,0.71227,1.08697,0.19271,0.88889,0.18311,0.10586,1.6267,5.24694,1.38276,0.0009506,0.0009506,0.0009506
55,94.2455,1.23486,0.71845,1.12253,0.18983,0.88889,0.19791,0.12877,1.53804,5.30805,1.40312,0.0009308,0.0009308,0.0009308
56,95.7284,1.31686,0.73991,1.11312,0.19782,0.88889,0.24339,0.13769,1.54618,4.86851,1.36388,0.000911,0.000911,0.000911
57,97.1804,1.2218,0.7564,1.10785,0.19331,0.88889,0.18877,0.10991,1.63535,6.05839,1.41618,0.0008912,0.0008912,0.0008912
58,98.7224,1.24069,0.7345,1.09685,0.1797,0.88889,0.167,0.08985,1.9471,4.85664,1.42439,0.0008714,0.0008714,0.0008714
59,100.167,1.29703,0.76962,1.10926,0.18381,0.88889,0.17123,0.08824,1.84935,4.6398,1.40578,0.0008516,0.0008516,0.0008516
60,101.704,1.3087,0.74618,1.17219,0.18595,0.88889,0.18279,0.10591,1.69003,5.27043,1.45088,0.0008318,0.0008318,0.0008318
61,103.169,1.13072,0.70012,1.07562,0.1842,0.88889,0.18841,0.10569,1.70987,4.9151,1.45739,0.000812,0.000812,0.000812
62,104.699,1.20501,0.68733,1.09627,0.18864,0.88889,0.19297,0.09353,2.00531,5.55089,1.50453,0.0007922,0.0007922,0.0007922
63,106.24,1.21704,0.67074,1.06355,0.19444,0.88889,0.18907,0.07913,2.30168,5.08483,1.59741,0.0007724,0.0007724,0.0007724
64,107.738,1.18424,0.76475,1.08295,0.20339,0.88889,0.20415,0.10494,2.02154,4.86583,1.5097,0.0007526,0.0007526,0.0007526
65,109.232,1.05453,0.65575,1.05471,0.19609,0.88889,0.245,0.12276,1.93966,4.92732,1.46961,0.0007328,0.0007328,0.0007328
66,110.86,1.18643,0.6929,1.1111,0.18917,0.88889,0.20134,0.10985,1.86864,5.77474,1.56489,0.000713,0.000713,0.000713
67,112.325,1.12145,0.66168,1.07131,0.19963,0.88889,0.19551,0.11866,1.74576,5.98013,1.49667,0.0006932,0.0006932,0.0006932
68,113.875,0.97522,0.73288,0.9657,0.19747,0.88889,0.19393,0.11495,1.67634,5.11765,1.45072,0.0006734,0.0006734,0.0006734
69,115.427,1.1346,0.68553,1.05678,0.20447,0.88889,0.2261,0.1287,1.73855,4.98116,1.47858,0.0006536,0.0006536,0.0006536
70,116.97,1.14161,0.69461,1.07253,0.2103,0.88889,0.2171,0.1231,1.77581,5.58211,1.47201,0.0006338,0.0006338,0.0006338
71,118.452,1.13632,0.65277,1.0777,0.22606,0.88889,0.20884,0.10924,2.00061,5.07249,1.56283,0.000614,0.000614,0.000614
72,119.957,1.04917,0.61664,1.04914,0.21055,0.88889,0.23458,0.12115,1.97676,5.24051,1.55448,0.0005942,0.0005942,0.0005942
73,121.465,1.11674,0.66436,1.05846,0.2007,0.88889,0.21214,0.11094,1.9384,5.1423,1.53921,0.0005744,0.0005744,0.0005744
74,123.039,1.06208,0.60685,1.02802,0.19091,0.88889,0.20541,0.10726,1.95221,5.20958,1.5391,0.0005546,0.0005546,0.0005546
75,124.506,1.05737,0.62524,1.04452,0.19027,0.88889,0.24868,0.1354,1.82243,5.49835,1.50261,0.0005348,0.0005348,0.0005348
76,126.005,1.00454,0.57822,1.01034,0.18949,0.88889,0.24304,0.13286,1.84619,5.64459,1.55465,0.000515,0.000515,0.000515
77,127.507,1.02651,0.65315,1.05252,0.20153,0.88889,0.25064,0.13577,1.95282,5.58644,1.56555,0.0004952,0.0004952,0.0004952
78,129.025,1.09158,0.61262,1.03268,0.22035,0.88889,0.21346,0.10512,2.12159,5.4745,1.60181,0.0004754,0.0004754,0.0004754
79,130.505,1.04532,0.59105,1.03077,0.2054,0.88889,0.20432,0.11152,1.94042,5.40457,1.52687,0.0004556,0.0004556,0.0004556
80,131.989,1.02102,0.56669,1.03649,0.20489,0.88889,0.21288,0.12197,1.8356,5.11442,1.47606,0.0004358,0.0004358,0.0004358
81,133.509,0.97457,0.57148,1.01588,0.20371,0.88889,0.24738,0.13502,1.83985,4.95694,1.46243,0.000416,0.000416,0.000416
82,135.053,0.95453,0.60779,0.9826,0.21053,0.88889,0.21714,0.1187,1.87407,5.64823,1.47832,0.0003962,0.0003962,0.0003962
83,136.545,0.98814,0.59008,1.01538,0.19725,0.88889,0.20479,0.11394,1.83816,5.85038,1.47947,0.0003764,0.0003764,0.0003764
84,138.049,0.89817,0.60695,0.93216,0.19735,0.88889,0.21914,0.12365,1.83965,5.62156,1.48718,0.0003566,0.0003566,0.0003566
85,139.564,0.93706,0.55571,0.98408,0.2077,0.88889,0.21233,0.12329,1.78783,5.60841,1.49089,0.0003368,0.0003368,0.0003368
86,141.082,0.8665,0.55692,0.93085,0.21078,0.88889,0.20669,0.11768,1.79243,5.99535,1.49772,0.000317,0.000317,0.000317
87,142.616,0.94017,0.5554,0.99591,0.20172,0.88889,0.19851,0.11391,1.83725,5.84093,1.50747,0.0002972,0.0002972,0.0002972
88,144.318,0.99413,0.59876,1.00193,0.19942,0.88889,0.19802,0.10804,1.91349,5.59026,1.53696,0.0002774,0.0002774,0.0002774
89,145.897,0.89766,0.55158,0.9791,0.2048,0.88889,0.20024,0.1045,1.97496,5.50887,1.56687,0.0002576,0.0002576,0.0002576
90,147.419,0.97783,0.54523,1.00393,0.20701,0.88889,0.21112,0.10584,1.95034,5.71705,1.5604,0.0002378,0.0002378,0.0002378
91,167.876,0.97955,0.57447,1.02291,0.20804,0.88889,0.2238,0.11598,1.96457,5.9638,1.56629,0.000218,0.000218,0.000218
92,169.352,1.01679,0.57803,1.03812,0.20415,0.88889,0.19779,0.10269,2.01583,6.06009,1.56898,0.0001982,0.0001982,0.0001982
93,171.352,0.94548,0.57459,1.01186,0.19916,0.88889,0.20367,0.10184,2.06772,6.00904,1.58641,0.0001784,0.0001784,0.0001784
94,172.808,0.96931,0.54767,1.01681,0.19487,0.88889,0.19931,0.09873,2.07386,6.32395,1.62387,0.0001586,0.0001586,0.0001586
95,174.314,0.90055,0.53418,0.96667,0.19417,0.88889,0.21089,0.10113,2.06211,6.51646,1.63262,0.0001388,0.0001388,0.0001388
96,175.826,1.03351,0.59493,1.05173,0.19492,0.88889,0.2111,0.10048,2.09064,6.56547,1.65322,0.000119,0.000119,0.000119
97,177.311,0.95657,0.53315,0.96442,0.20054,0.88889,0.2111,0.10369,2.08164,6.56922,1.6436,9.92e-05,9.92e-05,9.92e-05
98,178.78,0.83703,0.71392,0.91003,0.20254,0.88889,0.21115,0.09974,2.04838,6.29278,1.62143,7.94e-05,7.94e-05,7.94e-05
99,180.234,0.82697,0.49875,0.95268,0.19887,0.88889,0.21136,0.10504,2.04067,6.21531,1.61546,5.96e-05,5.96e-05,5.96e-05
100,181.738,0.88803,0.50862,0.98899,0.20213,0.88889,0.2114,0.10733,2.03984,6.01557,1.61623,3.98e-05,3.98e-05,3.98e-05
